,Job Title,Company,Keywords,Concepts,Technical Skills,Soft Skills,Coding Skills
65,Data Scientist,The Nielsen Company - Engineering,"['tensorflow. database experience', 'innovative data scientist', 'data science solutions', 'insurance group rrsp', 'boring face. qualifications', 'insurance life insurance', 'competitive employee benefits', 'employee assistance programs', 'equal opportunity employer', 'inclusive work environment.', 'individuals. job type', 'full-time required language', 'nielsen company', 'impactful solutions', 'algorithms. experience', 'sql. experience', 'assets. experience', 'job summary', 'machine learning', 'time-series analysis', 'new knowledge', 'data analysis/mining.', 'cutting-edge technology', 'daily routine', 'ml concepts', 'edge technologies.', 'asset. knowledge', 'ideal candidate', 'relevant degree', 'large volumes', 'strong understanding', 'business days.', 'interview process', 'diverse workforce.', 'team', 'autonomy', 'familiarity', 'engineering', 'ideas', 'research', 'development', 'skills', 'physics', 'math', 'libraries', 'python/r', 'creativity', 'java', 'initiatives.', 'canada.', 'position.', 'vision', 'care', 'disability', 'applications', 'balance']","['Learning', 'Knowledge', 'Insurance', 'Sick leave', 'Workplace wellness', 'Investment', 'Scientific method', 'Science', 'Employment', 'Computer', 'Data', 'Algorithm', 'Energy', 'Employment compensation', 'Artificial intelligence', 'Affirmative action', 'Equal opportunity', 'Discrimination', 'Machine learning', 'Asset', 'Nielsen Company', 'Employee assistance programs', 'Life insurance', 'Time series', 'Computer science', 'Underwriting', 'Employee Assistance Professionals Association', 'Physics', 'Occupational safety and health', 'Diversity training']","['machine learning', 'machine learning', 'algorithms', 'machine learning', 'database']","['team', 'creative', 'team']","['python', 'java']"
66,Research Analyst,Centre for Addiction and Mental Health,"['mental health', 'largest mental health', 'family mental health', 'american health organization', 'world health organization', 'eligible research subjects', 'research related duties', 'contract research analyst', 'peer-reviewed research papers.', 'slaight family centre', 'tobacco-free organization   camh', 'applicable camh policies', 'brief clinical scales', 'wallace mccain centre', 'clinical rating scales', 'brief neurocognitive measures.', 'equity employer camh', 'issues. previous experience', 'synthesis skills. proficiency', 'database software packages', 'diverse backgrounds. bilingualism', 'opseu bargaining unit.', 'donor funded centres', 'minimal supervision. candidates', 'especially strong asset.', 'additional diverse identities', 'clinical research', 'research teams', 'centre. camh', 'research experience', 'research institute.', 'research activities', 'mental illness', 'camh employee', 'clinical work', 'practical treatment', 'human subjects', 'data entry', 'functional scales', 'major advancements', 'health-promoting hospital', 'complete continuum', 'subject records', 'database maintenance', 'addictions facility', 'power point', 'procedural visits', 'queen street', 'diverse stakeholders', 'large databases', 'literature review', 'word processing', 'communications skills', 'complex issues', 'teaching hospital', 'neuropsychological assessments', 'successful candidate', 'bachelor’s degree', 'data interpretation', 'administrative duties', 'regulatory submissions', 'legislative requirements.', 'sites.   qualifications', 'progress reports', 'salary range', 'statistical analyses', 'contract position', 'asset.   please note', 'visible minorities', 'aboriginal peoples', 'ability', 'number', 'youth', 'functions', 'individuals', 'support', 'matrics', 'uniqueness', 'familiarity', 'reviews', 'canada', 'care', 'setting', 'drug', 'diseases', 'tools', 'child', 'center', 'managers', 'interviews', 'recruitment', 'presentations', 'study', 'visits.', 'college', 'travel', 'psychology', 'families']","['World Health Organization', 'Pan American Health Organization', 'Mental disorder', 'Clinical research', 'Psychology', 'Psychiatry', 'Clinical trial', 'Medicine', 'Mental illness', 'Peer review', 'Research', 'Human subject research', 'Mental health', 'Disability', 'Candidate']","['database', 'structured', 'database']",[],[]
67,Business Insight Analyst,TD Bank,"['meaningful experience building', 'strong working relationships', 'hypotheses strong problem', 'business forward   job', 'complex analytical concepts', 'data literacy flexibility', 'right solution design', 'requirements  technical understanding', 'key product knowledge', 'actionable recommendations   inclusiveness', 'analytically based discipline', 'information  educational requirements/accreditations', 'science strategic thinker', 'accessible meeting rooms', 'analytics team', 'advanced analytics', 'business owners', 'td bank', 'hands-on experience', 'business sponsors', 'business expertise', 'business partners', 'strong understanding', 'business cases', 'dynamic business', 'data mining', 'team-oriented environment', 'relevant experience', 'analytical techniques', 'analytical environments', 'excel experience', 'deep understanding', 'data manipulation', 'expectations. work', 'analytical tools', 'client requirements', 'analytic solutions', 'successful candidate', 'visualization techniques', 'statistical models', 'university degree', 'critical thinking', 'decision making', 'visualization tools', 'recruitment/interview process', 'accessible environment', 'skills ability', 'alternate formats', 'focus', 'customers', 'accommodation', 'stakeholders', 'preference', 'priorities', 'reviews', 'opportunities', 'value', 'r/matlab/stata', 'languages', 'python/ruby/php', 'tableau/cognos', 'statistics', 'mathematics', 'engineering', 'economics', 'workforce', 'employees', 'supported.', 'communities', 'materials', 'sas', 'city']","['Problem solving', 'Analytic', 'Analytic philosophy', 'Knowledge', 'Critical thinking', 'Management', 'Data analysis', 'Data', 'Corporation', 'Problem']","['visualization', 'visualization', 'statistics']",['team'],"['sql', 'python', 'tableau']"
68,Research Analyst,Intrepid Investigations Inc,"['remuneration   competitive wages', 'open source intelligence', 'equivalent experience     capacity', 'private investigator license', 'collaborative team setting.', 'investigative mindset', 'intrepid investigations', 'meaningful data', 'post-secondary courses', 'primary purpose', 'public sources', 'workplace flexibility.', 'intelligence context', 'professional framework.', 'research analysis', 'benefits plan', 'role', 'candidate', 'scenarios', 'position', 'ability', 'variety', 'investigations.', 'information', 'clients', 'opportunity', 'office', 'home.', 'education']","['Employment', 'Competitive intelligence', 'Writing', 'Communication', 'Open source intelligence', 'Source', 'Wage labour', 'Intelligence', 'Source code', 'Analysis', 'Employment compensation', 'Setting', 'Flexible', 'Wage', 'Research and Analysis Wing', 'Alphabet', 'Salary', 'Foreign Broadcast Information Service']",[],['team'],[]
69,Jr. Financial Analyst,Finance Bull - New York,"['junior financial analyst', 'gta tax', 'gta tax controller', 'gta tax controller.', 'jr. financial analyst', 'tax functional controller/analyst', 'national tax centre.', 'standardized exception reports', 'various expense analysis', 'various monthly journal', 'strong analytical skills', 'good working knowledge', 'asset good understanding', 'tax law', 'monthly kpi', 'attrition data', 'strong junior', 'ar balances', 'financial results', 'new york', 'post-secondary education', 'finance bull', 'perfect communication', 'standard reports', 'group leaders', 'regular review', 'key drivers', 'ms word', 'bay street', 'asset location', 'excel skills', 'variances', 'hyperion', 'wip', 'role', 'hana', 'oversight', 'utilization', 'salary', 'client', 'skills.', 'sap', 'gta.', 'immigration', 'exposure', 'plan', 'preparation', 'budgets.', 'findings', 'powerpoint', 'principles', 'concepts', 'graphs', 'pivot-tables']","['Finance', 'Leadership', 'Report', 'Microsoft Office', 'Taxation', 'Microsoft', 'Forecasting', 'Analyst', 'Tax', 'Higher education', 'Financial services']",[],[],[]
70,Business Analyst,CIBC,"['project delivery experience', 'project delivery team', 'complex business requirements', 'entire project lifecycle.', 'accurate requirements gathering', 'teamwork building skills', 'relationship building skills', 'best-in-class onboarding experience', 'critical thinking skills', 'financial services institution', 'product training prosper', 'share purchase plan', 'individual development planning', 'ongoing learning opportunities', 'accessible candidate experience.', 'infrastructure fosters innovation', 'cibc', 'project success.', 'project contribution', 'business operations', 'work packages', 'business partners', 'business analyst', 'business analysis', 'present requirements', 'documenting requirements', 'facilitate requirements', 'valid work', 'passionate collaborators', 'right questions', 'inclusive team', 'implementation support', 'impactful way.', 'technology teams', 'key role', 'right technology', 'relationship-focused bank', 'process identification', 'data analysis', 'associated documentation', 'distinct culture', 'lead discussions', 'solution discussions', 'approachable culture', 'team members', 'test documentation.', 'complex problems', 'time role', 'different groups', 'detailed information', 'shared vision', 'empowers teams', 'concurrent activities', 'visit cibc.com', 'real self', 'overall organization', 'time base', 'inclusive environment', 'strong relationships', 'banking benefits', 'health benefits', 'collective success.', 'strong relationship', 'interview process', 'unique talents', 'wide range', 'collective success', 'contact mailbox.careers-carrieres', 'good idea', 'scheduling control', 'competitive salary', 'greatest asset.', 'creativity develop', 'best. values', 'home connect', 'diverse community', 'incentive pay', 'people', 'clients', 'end', 'collaboration', 'ability', 'innovators', 'understanding', 'reviews', 'mission', 'future', 'leaders', 'communities', 'stakeholders', 'capital', 'markets/wealth', 'management', 'presentations', 'implementation.', 'testing', 'cases', 'monitoring', 'productivity.', 'vendors.']","['Project management', 'Requirements analysis', 'Critical thinking', 'Business analyst', 'Requirement', 'Need to know', 'Business analysis', 'Systems analysis']",[],"['team', 'communicate', 'team', 'team', 'team']",[]
71,"Analyst, Business Intellignce",Bell,"['customer operations team', 'best customer experience', 'truly canadian company', 'team. corporate groups', 'telecommunications industry experience', 'best practice services', 'continuous learning opportunities', 'large data sets', 'management job location', 'business intelligence', 'bell’s business', 'mississauga   bell', 'best-in-class career', 'customer churn', 'req id', 'onboarding experience', 'installation inefficiencies', 'team members', 'business processes', 'sas experience', 'communications company', 'actionable decisions', 'work. care', 'clients. care', 'development opportunities', 'vast potential.', 'real estate', 'value creation.', 'li-ad1 bilingualism', 'corporate services', 'incomplete datasets', 'sales performance', 'new challenges', 'big picture', 'database technologies', 'interesting work', 'team member', 'analytical discipline.', 'undergraduate degree', 'additional information', 'appropriate decisions', 'english degree', 'role. applications', 'application deadline', 'position type', 'don mills', 'accessible environment', 'canada', 'passion', 'microstrategy', 'enthusiasm', 'dots', 'reviews', 'success.', 'colleagues', 'generation', 'leaders.', 'employees.', 'organization', 'finance', 'brand', 'security', 'mission', 'canada.', 'end', 'units', 'truck-roll', 'insights.', 'money', 'engineering', 'mathematics', 'asset', 'analyst', 'email', 'sight', 'employees', 'customers', 'supported.', 'communities', 'opportunity']","['Montreal', 'Quebec', 'Business', 'Business intelligence', 'Canada', 'Bell Canada', 'Ontario', 'Team', 'Bell System', 'If You Have to Ask', 'Online analytical processing']",['database'],"['passion', 'team', 'team', 'team', 'team', 'team', 'passion', 'team']",['sql']
72,"Analyst, Product",Walmart Canada,"['subject matter expert', 'walmart division ecommerce', 'back-end product data', 'undesired front-end treatment', 'product information analyst', 'product information management', 'walmart.ca product catalogue', 'product taxonomy changes', 'pim. position responsibilities', 'qualifications  minimum education', 'needs complete data', 'internal associate training', 'content strategy manage', 'pim stakeholders', 'walmart canada', 'accessibility walmart', 'ecommerce product', 'front-end treatment.', 'uat support', 'quality data', 'data fixes', 'data governance', 'business users', 'disability-related needs', 'deep understanding', 'step-related issues', 'technical questions', 'internal teams', 'technical perspective', 'key event', 'college certificate', 'external vendors', 'hierarchies', 'applicants', 'attributes', 'defects', 'reviews', 'enhancements', 'role', 'parts', 'process', 'implementation', 'platform', 'integration', 'diploma', 'lovs', 'work', 'job', 'projects', 'experience', 'associates', 'law']","['Diploma', 'Marketing', 'Data management', 'Subject matter', 'Front-end and back-end', 'Subject', 'Responsibility', 'Fix', ""Maslow's hierarchy of needs"", 'Data quality', 'Product management', 'Software architecture', 'Louis Althusser', 'Individual responsibility', 'Social responsibility']",[],['team'],[]
73,Research Analyst,T.E. Wealth,"['ia financial group', 'investment manager research', 'proprietary pooled funds', 'ia groupe financier', 'investment counselling firms', 'investment industry experience.', 'various investment database', 'investment presentations.  qualifications', 'quarterly screen document', 'fund management companies.', 'quarterly chart packages', 'monthly performance sheets', 'quarterly client letter', 'alternative asset managers', 'ad-hoc client communication', 'asset management industry', 'field. cfa charterholder', 'noteworthy organizational updates.', 'cfa designation. minimum', 'complete manager/strategy information', 'specific market events', 'microsoft office programs', 'certain macro trends', 'investment counsellors', 'his/her responsibilities', 'investment decision', 'ia.ca.   ia', 'research analyst', 'quarterly meetings', 'external.  responsibilities', 'performance attribution', 'performance review', 'review meetings', 'manager performance/style', 'correlation document', 'manager changes', 'sound relationships', 'prospect materials', 'mercer mpa', 'teic portfolios.', 'documentation summaries', 'data tables', 'active managers.', 'special charts', 'communication skills', 'university degree', 'contact your recruiter', 'good understanding', 'ongoing due diligence.', 'asset. flexibility', 'selection processes', 'bloomberg', 'morningstar', 'prosperity', 'priorities', 'reviews', 'description', 'head', 'communications', 'monitoring', 'development', 'maintenance', 'applicants', 'strategies', 'sub-advisors', 'documents', 'process.', 'consultants.', 'consultants', 'clients.', 'tools', 'evestment', 'inclusion.', 'accommodation', 'recruitment', 'disabilities', 'required.', 'email', 'accessiblecareers']","['Investment management', 'Chartered Financial Analyst', 'Financial services', 'Investment', 'Collective investment scheme', 'Active management', 'Management', 'Passive management', 'Finance', 'Communication', 'Decision making', 'Decision theory']",['database'],[],[]
74,Business Analyst,Ontario Securities Commission,"['subject matter expert', 'business performance data', 'analyze business data', 'osc email address**', 'business intelligence', 'data management  liaise', 'data management processes', 'research.troubleshoot data gaps', 'business planning objectives', 'necessary business intelligence', 'large data sets', 'business analyst', 'operational key performance', 'ontario securities commission', 'strategic management decisions.', 'constraints.   project management', 'data analytics', 'global securities regulation', 'annual performance reports', 'department outcomes.   key', 'intelligence subject matter', 'efficient capital markets', 'flexible work environment', 'quantitatively focused discipline.', 'important public face', 'ad-hoc reports. administer', 'resource intensive processes', 'operations branch', 'conversion activities.  qualifications', 'contact centre', 'database support', 'financial services industry', 'project management discipline', 'team environment. knowledge', 'data discrepancy', 'operational improvement disciplines', 'critical data', 'complex data', 'data collection', 'sql platforms. ability', 'analytics services', 'data extracts', 'inclusive workplace environment', 'business degree', 'reporting tools', 'business requirements', 's&o branch', 'securities law', 'permanent     strategy', 'key functions', 'operational improvements', 'contact centre.', 'capital markets.', 'fraudulent practices', 'enforcement work.', 'rewarding work.', 'internal database', 'transformative change.', 'analysis experience', 'strategic goals.', 'full-time  file', 'internal databases.', 'analytic services', 'undergraduate degree', 'master degree', 'deep understanding', 'professional experience', 'report development', 'technical stakeholders', 'high-quality reports', 'comprehensive information', 'infrastructure support', 'application design', 'reporting/data requirements', 'exciting period', 'market participants', 'ideal candidate', 'indicator targets', 'strong expertise', 'successful candidate', 'crystal reports', 'advanced ms', 'pivot tables', 'following qualifications', 'concise formats.', 'taleo profile', 'high volumes', '**internal applicants', 'minimal supervision', 'mandate', 'inquiries', 'accessibility', 'variety', 'sources', 'production', 'adjudication', 'reviews', 'province', 'protection']","['Business intelligence', 'Data analysis', 'Microsoft SQL Server', 'Management', 'Data management', 'U.S. Securities and Exchange Commission', 'Business terms', 'Data', 'Analytics', 'Financial regulation', 'Business', 'Business school', 'Project management', 'Strategic management', 'Microsoft Visual Studio', 'Microsoft', 'Securities Commission', 'Data visualization', 'Business analytics']","['database', 'database', 'database']",['team'],[]
75,BI Analyst,Dealer-FX,"['data migration/manipulation data', 'data loading analysis', 'processing data verification/investigation/validation', 'tracing data structures', 'fast-paced software company', 'highly competitive landscape', 'automotive technology landscape', 'great working environment', 'findings strong ability', 'bi analyst', 'live database systems', 'communication skills experience', 'solution delivery workforce', 'various software tools', 'management  qualifications college', 'unsolicited agency referrals', 'ad hoc analyses', 'data analysis', 'data collection', 'quality data', 'data standards', 'data modeling', 'deloitte’s technology', 'stakeholders ability', 'tuning. ability', 'fast paced', 'hottest job', 'reorganization etl', 'fast 500tm', 'saas applications', 'natural curiosity', 'standardized processes', 'database design', 'database implementation', 'new technologies', 'smart people', 'fault finding', 'statistical software', 'dynamic priorities', 'integration services', 'e.g. ms', 'strong computer skills', 'capacity planning', 'microsoft office.', 'external users/customers', 'decision alternatives', 'reporting', 'mentality', 'adherence', 'troubleshoot', 'dealer-fx', 'stops', 'exception', 'reviews', 'companies', 'lists', 'employees', 'team', 'things', 'group', 'requirements.', 'automation', 'procedures', 'degree', 'expertise', 'issues', 'problem', 'relationships', 'methodologies', 'access', 'responsibilities', 'alignment', 'provision']","['Data', 'Problem solving', 'Database', 'Database management system', 'Microsoft', 'Data warehouse', 'Communication', ""Bachelor's degree"", 'Data modeling', 'Extract, transform, load', 'Business intelligence', 'SQL Server Integration Services', 'Software as a service', 'Microsoft Office', 'Data model', 'Relational model']","['database', 'database', 'database']",['team'],['sas']
76,Data Analyst,Aislelabs,"['developing innovative analytics', 'documentation skills familiarity', 'client communication experience', 'sharing best practices.', 'cloud based software', 'fast-growing software company', 'truly disruptive technology.', 'innovative technology companies', 'canadian innovation exchange', 'strong engineering culture', 'google analytics', 'data analytics', 'strong work', 'hyper-growth company.', 'close-knit team', 'mandatory experience', 'aislelabs aislelabs', 'plus experience', 'latest technologies', 'similar products', 'modern techniques', 'google adwords', 'web technologies', 'exciting projects', 'plus knowledge', 'science degree', 'large amounts', 'insightful reports', 'business manager', 'data analysis', 'formal requirements', 'great products', 'founding team', 'ibeacon-based products', 'innovative companies', 'mortar venues.', 'customers growth', '/year experience', 'great culture', 'client base', 'marketing technologies', 'broad range', 'job type', 'marketing campaigns', 'fun people', 'job location', 'successful companies', 'full-time salary', 'insights', 'cix', 'tableau', 'wifi', 'clients', 'requests', 'application.', 'role', 'numbers', 'physics', 'math', 'tools', 'functions', 'presentations', 'patterns', 'www.aislelabs.com', 'year.', 'markets', 'place', 'media', 'host', 'clients.', 'variety', 'backgrounds.', 'globe.', 'past.']","['Google', 'Data analysis', 'Innovation', 'Technology', 'Business intelligence', 'Work ethic', 'Analytics', 'AdWords']","['cloud', 'programming']","['team', 'interpersonal', 'team', 'team', 'team', 'team']",[]
77,Level 1 Business Analyst,TELUS,"['telus communications. telus', 'telus support team', 'client telus communications', 'telus organization manage', 'telus communications department', 'telus communications  location', 'telus centre burnaby', 'telus communications. interviews', 'business analyst', 'complementary channels team', 'root cause analysis', 'premier vendor partner', 'meticulous  business analyst', 'home solutions', 'various business units', 'premier vendor partner.', 'comprehensive sales enablement', 'contract     position overview', 'sales activities. responsibilities', 'sales channel performance', 'new strategic initiative', 'charismatic team culture', 'complex event schedule', 'corrective action plans', 'professional communication skills', 'schedule- identify gaps', 'multiple root cause', 'key stakeholders', 'ongoing status updates', 'dental available start', 'superior analytical skills', 'canadian criminal record', 'strategic insights position', 'interview process benefits', 'long term growth', 'historical data', 'detailed cover letter', 'expert-level methodology guidance', 'employee contract', 'business analysis', 'business needs', 'statistical analysis', 'cost/benefit/roi analysis', 'experience analysis', 'sales results', 'sales force', 'executive support', 'program results.', 'drive strategies', 'event space', 'pro-active analyses.', 'domo platforms', 'strategic priorities', 'internal teams', 'target perspective', 'program objectives', 'target building']","['Root cause analysis', 'Business analyst', 'Communication', 'Analysis', 'Burnaby', 'Systems analysis', 'Salesforce.com', 'Telus', 'Business', 'Start date', 'Business analysis', 'Problem solving', 'Root cause', 'Sales']",[],"['team', 'team', 'team', 'team', 'team', 'verbal', 'communicate', 'team', 'team']",[]
78,Database Analyst,Pure and Co. Neon Buddha,"['co. neon buddha', 'production-related database issues.', 'database related issues.', 'database disaster recovery', 'montreal. key responsibilities', 'operational team. experience', 'broad scope role', 'postgresql. manage ssrs', 'root cause analysis', 'analytical skills compensation', 'latest trending fashion', 'benefits competitive compensation', 'great downtown location', 'lifestyle clothing collection', 'creative design teams', 'stylemeup web sites', 'i-loom.stylemeup.com job type', 'demonstrated experience', 'data-processing support', 'database servers.', 'servers. full back-up', 'ad-hoc queries', 'detail-oriented individual', 'internal stakeholders.', 'sql servers.', 't-log backup', 'similar role.', 'fast-paced environment', 'akira / neon', 'position overview', 'binary log', 'sql server', 'communication skills', 'innovative bunch', 'weall worn', 'life’s adventures', 'conscience. style', 'organizational skills', 'young girls', 'high attention', 'unique culture', 'creative journey', 'you. style', 'global manufacture', 'benefit package', 'forward cosmetics', 'full-time salary', 'manufacturing. brands', 'products', 'service', 'women', 'freedom', 'work', 'provide', 'designation', 'activities', 'users', 'vancouver', 'strategy.', 'canada', 'reports', 'requests', 'education', 'jasperserver', 'knowledge', 'people', 'attributes', 'characters', 'travel', 'home', 'crafts', 'founder', 'women.', 'personalization.']","['SQL', 'Comparison of relational database management systems', 'MySQL', 'Database management system', 'Database', 'Microsoft SQL Server', 'Data Definition Language', 'Root cause analysis', 'Servers', 'PostgreSQL', 'Relational model', 'Comparison of database tools', 'Data Manipulation Language', 'Environment', 'SQL Server', 'Natural environment', 'Disaster recovery', 'Backup', 'Root cause']","['database', 'database', 'database', 'database']","['team', 'creative', 'creative', 'team', 'interpersonal', 'verbal', 'team']","['sql', 'ssrs']"
79,Payment Analyst,Front Line Group (FLG),"['client special handling', 'positive work environment', 'process client payments', 'applicable client trust', 'process client downloads', 'closed accounts', 'special handling procedures', 'process electronic payment', 'different client rules', 'necessary. monitor deposit', 'cheque issued. review', 'unmatched items. process', 'special handling requirements', 'detailed ar report', 'deposit slips', 'great working environment', 'balancing reports. review', 'various special handling', 'applicable email notification', 'customer service solutions', 'ar balances', 'party customer relationship', 'detailed information. ability', 'concrete demonstrable experience', 'http://www.flgfrontline.com/ key functions', 'various recon items', 'work environment referral', 'client instructions', 'complex financial information.', 'great compensation package', 'necessary action. monitor', 'corporate setting. communication', 'current advancement rate', 'responsive team player', 'payment analyst', 'way. foster teamwork', 'numerous pressing tasks.', 'unposted items', 'stops job type', 'highly regulated industry', 'applicable deposit', 'correct settlement criteria', 'internet/online payments', 'interac payments', 'payments report', 'drn clients', 'direct payments', 'ar details', 'new clients', 'major clients', 'accounts. review', 'process nsfs', 'bank. review', 'mailed-in cheques', 'responsibilities review', 'post-dated cheques', 'external clients', 'general procedures', 'payment types', 'career-focused individuals', 'company culture', 'experience understanding', 'internal university', 'personal growth.', 'best service', 'account. experience', 'experience health', 'government sectors.', 'compliance leadership', 'professional growth', 'trust account', 'exceptional results', 'western union', 'bank code', 'proven expertise', 'new colleague', 'nsf codes', 'asset. understanding', 'complex analysis', 'skytrain station', 'spreadsheet log', 'quality service.', 'high volume', 'business units', 'following websites', 'actual money', 'present data', 'division please visit', 'enter notes', 'daily basis', 'dental benefits', 'great plains', 'balance adjustments', 'matching program', 'high productivity', 'following areas', 'backup support', 'multiple tasks', 'subsequent posting']","['Cheque', 'Credit card', 'Money', 'Payment', 'Customer relationship management', 'Deposit', 'Deposit', 'According to Jim', 'Delaware County, New York']",[],"['communicate', 'team']",[]
80,Retail Trade Spending Analyst,Canterbury Coffee Corporation,"['retail   trade spending', 'big small coffee', 'trade retailer programs.', 'support attending trade', 'burnaby corporate office', 'positive working environment', 'cpg industry experience', 'timely manner support', 'office post-secondary degree', 'customer business reviews', 'retail store visits', 'excellent project management', 'analytics excellent listening', 'written/verbal communication skills', 'coffee. job type', 'promotional activity', 'canterbury coffee', 'post mortem', 'trade programs', 'big way.', 'tight deadlines', 'retail products', 'effective implementation', 'promotional activities', 'accounting department', 'sales activities', 'special person', 'multiple projects', 'marketing knowledge', 'research data', 'great attention', 'strong focus', 'reports', 'ability', 'analysis', 'deductions', 'proficiency', 'strengths', 'talents', 'analyst', 'corporation', 'company.', 'competitors', 'philosophy', 'today.', 'you.', 'company', 'people', 'employee.', 'team.', 'timelines', 'track', 'presentations', 'development', 'tools', 'growth', 'pricing', 'shows', 'events', 'level', 'resume', 'diploma']","['Autopsy', 'Retailing', 'Project management', 'Management', 'Business', 'Commerce', 'Time management', 'Analysis', 'Sales', 'Planning', 'Las Vegas, Nevada']",[],"['passion', 'team', 'verbal']",[]
81,Junior/Intermediate/Senior Data Analyst,CDCI Research,"['cdci research', 'company. cdci research', 'overview cdci research', 'position. cdci research', 'junior/intermediate/senior data analyst', 'www.cdci.ca. cdci', 'data analyst location', 'historical research management', 'experience sound understanding', 'strong analytical skills', 'strong organizational skills', 'post-secondary degree skills', 'data analysis tool', 'communication skills ability', 'assistance program. job', 'vancouver/ottawa language proficiency', 'english closing date', 'comprehensive benefits package', 'desirable qualification criteria.', 'long term disability', 'language processing analysis', 'private sector clients', 'data manipulation', 'environment french fluency', 'contacted. job type', 'pwgsc security clearance', 'litigation support', 'bullet point fashion', 'text data', 'image processing', 'full-time experience', 'desirable qualifications', 'position title', 'textual data', 'strong statistics', 'competitive salary', 'ottawa office.', 'litigation environment', 'essential qualifications', 'litigation software', 'records management', 'multiple projects', 'health care', 'life insurance', 'information technology', 'desktop computing', 'server architecture', 'job location', 'high degree', 'problem solve/troubleshoot', 'british columbia', 'formal title', 'salary expectations', 'historical/archival records', 'information management/governance', 'public safety', 'defence-related topics', 'cover letter', 'subject line', 'math foundations', 'large volume', 'team availability', 'aboriginal issues', 'heritage assessments', 'topic modelling', 'application', 'ediscovery', 'excel', 'python', 'sql', 'work', 'offices', 'canada.', 'website', 'employee', 'demands', 'opportunities', 'compensation', 'candidate.', 'site', 'business', 'resume', 'email', 'response', 'applications', 'interviews']","['Data', 'Data analysis', 'Data mining', 'Research', 'Data Manipulation Language', 'Scientific method', 'Language proficiency']","['statistics', 'natural language processing']",['team'],"['sql', 'python', 'r', 'sql', 'python', 'r']"
82,Data Analyst,Ledcor,"['ledcor technical services', 'proactive data quality', 'experienced data analyst', 'operational data support', 'regular data audits', 'data analysis tools', 'data quality/data integrity', 'general data management', 'business operations team', 'technical services team', 'skills t-sql proficiency', 'operations team members', 'time regular   job', 'motivated team player', 'process improvement monitors', 'verbal communication skills', 'ad hoc reports', 'true blue team', 'pre-employment background check', 'telecommunications network construction', 'service successful completion', 'data college', 'business operations.', 'continual improvement', 'business requirements', 'quality challenges', 'business environment', 'position ledcor', 'database issues', 'technical diploma', 'routine maintenance', 'related field', 'high level', 'advanced ms', 'work conditions', 'responsibilities  conducts', 'python experience', 'service installation', 'north america', 'equal-opportunity employer.', 'employment practices.', 'characteristic.   date', 'ongoing basis', 'information', 'lts', 'non-discrimination', 'innovator', 'deficiencies', 'reviews', 'statusfull', 'summary', 'business.', 'vancouver', 'bc', 'assistance', 'consultation', 'role', 'trade', 'science', 'mathematics', 'statistics', 'powerbi', 'asset', 'customer', 'designs', 'networks', 'leader', 'repair.', 'project.', 'career', 'policy', 'applications', 'individuals', 'race']","['Data analysis', 'Data management', 'Data', 'Business intelligence', 'Requirement', 'Ad hoc', 'Data mining', 'Data quality', 'Quality', 'Team', 'Data integrity', 'Technical support', 'Background check']","['database', 'statistics']","['team', 'team', 'team', 'team', 'verbal', 'team']",['python']
83,Junior BI Analyst,Kabam,"['business intelligence analyst', 'junior business intelligence', 'business communication skills', 'solving.  business acumen', 'large data sets', 'data visualization software', 'technical analytical skills', 'exceptional analytical skills', 'strong business sense', 'dynamic organization. kabam', 'exceptional excel skills', 'conduct statistical analysis', 'story.  management thinking', 'ad hoc analysis', 'non-technical audience. experience', 'business. primary responsibilities', 'tech industry knowledge', 'free-to-play mobile gaming.', 'google bigquery experience', 'end-user information tool.', 'intermediate sql skills', 'present arguments', 'data analysis', 'data extraction', 'internal data', 'data preparation', 'data cleansing', 'manipulate data', 'data tables', 'data warehouse', 'business management', 'proposal.  business', 'asset.  experience', 'kabam vancouver', 'ambiguous information', 'asset.  knowledge', 'similar.  experience', 'methodical approach', 'well-balanced combination', 'strategic thinking', 'presentation software', 'tableau software', 'strategic decisions.', 'finance function', 'management issue', 'performance optimization', 'intrinsic drive', 'persuasive structure', 'company leaders', 'tech savviness', 'fun-loving culture', 'new projects', 'cover letter', 'financial reporting', 'marvel contest', 'industry trends', 'key findings', 'post-secondary degree', 'excel workbook', 'analytical techniques', 'skill. our teams', 'logical flow', 'great games.', 'large workbooks', 'geo-economic trends', 'digital marketing', 'quantitative assessment', 'model design', 'digital communications', 'uncertainty.  comfort', 'app development', 'gaming culture', 'appropriate software.', 'strong asset.', 'complex formulas', 'best games', 'conditional formula', 'external sources', 'relational database.', 'collaborative nature', 'reporting. ability', 'role', 'variety', 'regressions', 'making', 'conclusion', 'reviews', 'opportunities', 'research', 'match', 'titles', 'course', 'action.', 'role.', 'problem', 'operations', 'industry.', 'presentations', 'words', 'records']","['Business intelligence', 'Data management', 'Data analysis', 'Scientific method', 'Data mining', 'Qualitative research', 'Data', 'Data visualization', 'Business', 'Strategic management', 'Ad hoc', 'Critical thinking', 'Knowledge', 'Management', 'Data set', 'Statistics', 'Logic', 'Learning', 'Data warehouse', 'Leadership']","['database', 'data visualization']","['creative', 'passion', 'team', 'communicate']",[]
